review_date,reviewer,star,helpful,text
2015-10-17 00:00:00,Nirmal S,1.0,5.0,"Practical  tips  are few,  and neuroscience  is not the title of the course, but is widely discussed. The title implies  ""Tools for learning"" but I didn't get anything useful out of this course."
2016-10-13 00:00:00,Ferry V,1.0,5.0,"
Videos aren't of good quality and the tools aren't concrete enough to be useful. There is not enough material. I hope they will improve it because the subject is interesting."
2016-06-28 00:00:00,蒋哲琪,1.0,5.0,过于简单了。
2015-12-19 00:00:00,Rodrigo C F,5.0,4.0,"This course showed me powerful tools to enhance my performance and to achieve a better life quality. My children and my future students will also be positively influenced by your course. Thanks a lot!
"
2015-09-14 00:00:00,Александр С,5.0,4.0,"It is great learning course brought me clear understanding strong structure of how to learn more effective. I regret only about one, that I didn't passed this course when I started learning at school."
2019-06-02 00:00:00,Денис К,5.0,4.0,"Курс к обязательному прохождению перед другими шагами в образовании. Открываешь глаза на все ошибки которые допускались ранее, открываешь для себя новые возможности в обучении и усвоении информации."
2019-05-14 00:00:00,Iurii Z,4.0,4.0,"Thanks for this great course!
2 points to make it better (as per my POV): update it a bit with a new visuals (it feels like studying in the 90's with); the test Q/A's are sometimes too easy and even if you don't know the material you can easily guess (which might create an illusion of competence haha). "
2018-10-16 00:00:00,罗海波,4.0,4.0,事实上大多数的学习只注重学习的结果，而这门课程更加注重你学习的过程中发生了什么以及如何去优化它
2018-01-26 00:00:00,Jelle d P,1.0,4.0,"I had to do this course mandatory, unfortunatly I found the examples used for brain activety etc ´raping neuroscience´ (Given I have a background in this field) .  I understand that these methods work to let other people understand these 'octopus' brain stuff.
I only had to take a look at the summary videos and could do all the 'exams' without any problems.

I had some chuckles with some of the wrong answers, but that is about all the positive feedback I can give. It also brings some joy that I can see that you really enjoy what you are doing. 
Sincerely,
Jelle de Poel"
2018-03-21 00:00:00,Leena B,1.0,4.0,"The reason I gave just 1 rating is nor because course is well designed or bad content. I gave simply 1 rating because inspite of very intresting course content, voice quality is very bad. Specially when Barbara speaks, I tried to listen her with higest volume but she was not speaking louder enough.So I decided to sto stop the course. I didn't even complete week 1. I LOST MY INTEREST"
2020-12-05 00:00:00,Marta W,1.0,4.0,"From the begin on I found the course very boring, but I gave it a chance. In the second week it didn't get much more interesting for me, so I am giving up now. Not because I am lazy or not able to learn the content, but because it doesn't bring me much to continue. I am sorry. The speakers tried to do their best and were creative. "
2020-08-13 00:00:00,VISHAL S,1.0,4.0,"I completed my honours assignment and in my certificate no where it is mentioned the term ""With Honours"". 
This is against the policy of coursera.
I am very said to say that I put so much effort and it was not worth it.
But if you give me honors certificate I will give you 5 STARs.  "
2017-10-05 00:00:00,Rohan M,1.0,4.0,"I am very much grateful for the video. But I find the videos very much boring. Further, the concepts were not new as well. I believe that rating and giving an honest feedback would help the community."
2018-03-01 00:00:00,Harry L,1.0,4.0,Incredibly dated I couldn't stay engaged 
2016-10-22 00:00:00,Samia K,1.0,4.0,its boring
2016-12-12 00:00:00,Yvette D,1.0,4.0,Boring
2016-05-31 00:00:00,Виктория Ш,1.0,4.0,boring
2017-12-25 00:00:00,Carol2017,1.0,4.0,fine
2020-07-31 00:00:00,Джонаттан М В О,5.0,3.0,"At some point, I questioned my brain´s hability to hold information. I felt frustrated by not being able to retain information effectively and  ended up having the felling that I wasted the time studying something that weeks later I would have forgotten. However, after taking this wonderful and extremely useful course, I am aware that the problem was not my ability to learn or something related to my brain, but instead I realized I have not being using the right tools to enhance my learning process and achieve better results. Learning is the most important tool to develop mastery in any field. Unfortunately at school we are not though how to learn, and this course without a doubt provides a deep understanding of how our brains and memory works, and more importantly it provides several tools that are easily applicable in learning any subject increasing the changes to succeed. Thanks a lot Dr. Barbara Oakley and Dr Terrence Sejnowski for sharing such a powerful knowledge and tools. "
2020-06-09 00:00:00,Takako M,5.0,3.0,"The most useful topic for me was how to
 treat ""procrastination."" Through this course, I noticed that I have more time for study than I thought. It happened because I could tackle procrastination. Other topics - focus mode and defuse mode, self-testing, working memory and long-term memory- were all interesting and useful for me. Thank you!"
2016-09-22 00:00:00,Jake E P,3.0,3.0,"What was helpful to me was: the discussion on spaced repetition, which boosted my confidence in applications like Duolingo and Memrise, and helped me discover Anki. The pomodoro technique is nice to know about, though I have rarely used it so far. I think I was already at the point where I don't need an actual pomodoro timer to get into that mindset. The best two things I probably got from the course was changing my way of thinking from focusing on product to focusing on process (though not always possible of course), and using recall to test myself on what I know rather than reading things over and over and just hoping it's gone in.
What I didn't like about the course was the presentation style, the pace, the content density (very low in my opinion), the irrelevant information, the hand-wavey explanations, and so on. The absolute worst of it was the full recommendation for using analogies but with no attempt on explaining how to make *good* anaologies. This is key. Most analogies I come across are misleading for all aspects of a thing but their very narrow scope, and sometimes the thing itself too (after all, you usually make them when you're first learning about a thing, unless you're teaching) and so without knowing how to make good anaologies while they are good for memory they are on average bad for understanding, and I don't think that can be stressed enough."
2015-08-18 00:00:00,Masako S,3.0,3.0,"The contents were interesting. Presentation rather poor. The speeches seemd disorganized. I had to rely on transcrips: downloaded and edited. The comments are at times too casual. And other times too much special terminology. Most of times I understand what she was trying to say. But listening attentively was very difficult. 
Heavy americanism impedes understanding; especially when the student does not have familiarity with US pop culture. I had to check how a pinball machine works. Zombis and four-armed (impossible) octpus were obstacles. "
2017-06-13 00:00:00,Ivan B,2.0,3.0,"The course has useful information, but I think it was a little superficial and too focused on studying for exams, instead of focused on studying for your professional life or just intelectual self development."
2016-02-01 00:00:00,Liliana S R M,1.0,3.0,This course did not motivate me at all. Videos where mainly repetitive and the questions seemed to be there to serve no purpose. 
2017-05-20 00:00:00,Marwan S,1.0,3.0,"
not very useful"
2016-07-23 00:00:00,Thierry D,1.0,3.0,"nul de chez nul 
 "
2016-03-18 00:00:00,Neeraj K,1.0,3.0,waste of time
2016-09-29 00:00:00,kevin b,1.0,3.0,"I
"
2020-05-22 00:00:00,Adetutu B,5.0,2.0,"
I have just finished this course, and I must say that curiosity led me to take the course. 'Learning how to learn... ' I said to myself how do you learn to learn? Having finished the course, I totally agree that everyone needs to 'learn how to learn' If it can be simplified for the young minds, the course should actually be taken in grade school, then I thinks a lot more students will make straight A's. (Just my thought), 
 
The saying goes 'who feel it knows it.' The experience and knowledge of the instructor's Dr. Barbara Oakley and Dr. Terrence Sejnowski coupled with the outline, presentation and video helps (if I may use the language of the course) in interleaving seemingly related and different ideas (using metaphors and analogies) through out this course. 
 
How many things we take for granted? - movements, seeing, hearing, even blinking etc. The enigmatic power of the brain to process so many details within minutes, the power of your thoughts to change your person. Concept mapping, chunking, Procrastination and the Pomodoro technique (this I think we all do without realising there is actually techniques it, cues to procrastination etc. 
 
There is just so much to learn in this short course than can be explained. 
 
I am one of those who used the opportunity of the lock-down, it has opened my eye and I am willing to take more courses. I have also introduced the course to some people young and old to recharge their Brains. 
 
It is difference from what I learnt in all my years through school, university and experience in life. 
 
'The taste is in the pudding' My curiosity is thoroughly satisfied, 
 
I deeply appreciate the instructors, Coursera and all the team members involved in making this course available online, Thank you"
2020-01-12 00:00:00,Rajesh K,5.0,2.0,"Truly incredible course. It was rewarding experience to learn how our brain works. It opens many doors in our life when we know how our brain works, at least we can understand why we have certain kind of feeling. As sometimes we can't understand why we have feeling of discomfort, but it is the brain's signal coming from the subconcious that you have messed up something and now you have to look up where you've goofed up and make it correct. What I have learned is that pain is incredibly powerful tool created by nature. I mean how can know if something bad happened to you if there's no pain(both physical and mental). It's a nature's way of grabing your attention to address that problem so now and next time you be careful and not repeat that mistake. Pain, anger and frustration are really powerful feelings that can do wonders in our life if you acknowledge their existence. It is the path towards the truth. Just like in one of the optional interview we've seen the pain of his grandmother's death due to Alzheimer motivated Nelson Dellis to become memory champion. This course is also helpful for the people who are dealing with Depression, Social Anxiety, PTSD, chronic fear and much more because when they are dealing with those problems it creates a lots of confusion as to why they have certain kind of feeling.
Internet is such an incredibly powerful tool if it is used smartly. I can't believe we have access to such a high quality material for free. Thank you Barbara Oakley ma'am, Terry Sejnowski sir, Coursera team and all the people who are associated with this course."
2019-07-05 00:00:00,Jacques K,5.0,2.0,"Exceptional course. I work on personal development now for 13 years, have for example read from scott h young a decade ago - and now he is interviewed here and mentioned. Great to see one of my ""teachers"" featured here. 

I have a bachelors and masters degree, recently got some more hard certifications (AWS cloud architect and developer) and needed a way to even learn more and more efficiently in the future both for work / career and personal life. 
iI want to learn davinci resolve video cutting, improve in photography, photoshop. lightroom. 

As mentioned, i have been working towards personal dvelopment for 13 years, read though about 50 books and 1000 pages of blog posts, but never retained much info - now i have the tools to retain that info, test myself on it, and use spaced repetition to retain it for a decade. Discuss it with my wife to even more deepen the knowledge. Use pomodoro and other techniques to really do my courses 100 percent and not loose interest after 10%.

Thanks Barbara and Terence for this great course which is a lifechanger for me even after i already gained so much knowledge in my past 38 years on this earth.

This course should be mandatory in every school education all of the world as it explains the PROCESS of learning and not just focused on the PRODUCT. I wish, i knew about this course when i was 15 or even 20 years only (now that i am 38). "
2022-01-01 00:00:00,Rashad M s,5.0,2.0,"This class really focused on the process of learning. It taught me so much. I even shared ideas with my college and high school student. They were surprised as some concepts were helpful to them also.
"
2016-12-04 00:00:00,olga d,3.0,2.0,"
This course targets mostly students audience, but not people with the aim of self-development, who passed their academic study long time ago. Therefore, information concerning learning process somehow too much basic, but at the same time can be quite useful if you are not aware of all these facts. What didn't also suit me is a lack of structure and a bit confusing videos explaining different concepts of brain structure and functioning, that seemed too much scientific in the frame of this course. But what really hit my interest is enthralling optional interviews with different scientists and just talented people. They were really motivating and inspiring!  "
2021-07-05 00:00:00,Shreya K,1.0,2.0,"Ableist language is unforgivable in a course designed to speak to learning ; 
Example 1 : ""adhd-like"", 
Example 2 : ""EVR had a high IQ and seemed normal, but he was ruined by making bad financial decisions and bad social interactions"". 
If you are autistic, have ADHD, or are neurodivergent in any way, this course will be more harmful than helpful. Your unique and beautiful way of thinking will not be aided in this space.
They also overly glamorize of math and science - I am a scientist and I still thought this was a poor choice. "
2020-06-20 00:00:00,Yevhen M,1.0,2.0,"The first chapter was pretty good. But everything else was just obvious things - check summaries and you will see. Learn, do breaks, sleep well, do sport, don't forget to repeat what've learnt. There are some interesting facts but they are not worth spent time. "
2020-05-04 00:00:00,Chayton C,1.0,2.0,"really slow videos with 0 detail, really weird questions after videos with answers such as ""a million billion"" idk what this is supposed to be"
2015-10-11 00:00:00,Billy J,1.0,2.0,Only part 3 was partly interesting and usefull. All the rest is vain.
2020-10-05 00:00:00,Vasili K,1.0,2.0,Water over water. Just selling the books and personalities.
2020-11-29 00:00:00,Manisha B,1.0,2.0,I didn’t get my certificate even after completion 
2020-06-07 00:00:00,Elroy L B J,5.0,1.0,"I wish I had known this before entering College or University. Most of the content feels like common sense in a way that we all knew this and that were the steps that we had to take to learn better. However, this course reinforces the information so well with logic, explanation and passion such that now, there are no excuses I can make to deny that procrastination is something I can understand and avoid. Learning is certainly up to an individual's willpower to consciously plan your schedule, break down goals, stick to your goals, and most importantly, be consistent by taking a day-by-day approach. Never forget to look at the big picture; conversely, don't focus on the product. Enjoy and trust the process. Simply reading a new passage today can go a long way if you step back and realise how far you can go, or you have gone, just by completing 1 simple pomodoro today. Thank you Professors for the enjoyable learning experience. The first step I am taking is to reinforce my learning from this course onto my learning for my academics. Thank you Coursera for making this course free and accessible."
2021-01-23 00:00:00,Diego M,5.0,1.0,"The course a life-changing and a must! It took me It took me around 1 week and a half to complete it with an average work of 2 hours per day. As a 17-year-old student, residing in a developing country, the knowledge you get is gold, especially for this stage of life.  The lectures are effective, fun, and simple to understand. Barbara and Barb are also really kind and transmit much peace. The assignments are very easy if you pay attention to the videos, in this case, I would recommend that they were more challenging or creative to improve the experience. The additional resources are great for people who wanna deepen their knowledge. The information is based on solid, and professional research made by Ph.D. Professors and scientists from American Universities. What is most important, is that the knowledge you get is applicable for every educational area of your life, not only for academic purposes. I will be forever thankful to Barbara Oakley, Barb Oakley, Terry Sejnowski, the LHTL Team, and Coursera for this opportunity. Greetings from Paraguay! "
2019-01-01 00:00:00,Sonja L,5.0,1.0,"  As a chronic procrastinator, I usually get work done in the most stressful way possible because I've never found the motivation to get past all the excuses I make for not starting earlier, even after researching so many study techniques and hacks. This course has been amazing in explaining the reasons that commonly praised techniques work in terms of how our brain actually functions. For example, I have heard that revising at longer intervals will help you remember more information. In contrast, Barbara Oakley explains that spaced repetition will consolidate information from your short-term memory into your long-term memory, as the information won't be considered unimportant and erased from your neural networks. Knowing why these techniques work really motivates me to actually use them.I learnt so many new approaches to studying and life in general in LHTL. I highly recommend it as a way to boost productivity, minimise stress and feel better about the process of studying as something to look forward to, now that there's a framework behind it!  "
2020-09-05 00:00:00,Camille C,5.0,1.0,"I’m an almost 60 year old lifetime learner, & even though I am a Psychology honor student , I had never fully connected the dots,  so to speak , on how each person’s brain is wired similarly- yet still retains it own unique characteristics/ abilities . 
Even thoughI i have a background from my college major studies, I still discovered that ones. own  Internal / mental  attitudes , beliefs, can play a role in helping improve a individual’s learning! 
I very enthusiastically recommend this course , both as a “ stand alone” self improvement genre of course, as well as the whole series of courses which build upon one another that are offered through this application, Coursera.
I throughly enjoyed both of the Professors, the guest speakers in some of the videos, & especially the format in which it was delivered.
The whole course was a joy from beginning to end; & I now have extra “ tools” for my “ toolbox” to apply toward all future learning throughout the remainder of my learning lifetime ! 
Time and money well spent to receive the certificate !!"
2020-05-30 00:00:00,M H,5.0,1.0,"  Great course, effective and efficient. They got good sources from various optional interviews which can help learners get an insight into others perspectives and experiences. The course videos themselves would not exceed a 10 minute duration making them easier to watch as nobody is really worried about the lack of time they have. The quizzes are effective and straightforward and don't really get you frustrated as some quizzes usually do. The course itself was a fun experience and can be done in a short time period, even though it says 4 week duration on the course one can even possibly finish it in 4-5 days. I myself finished the course before the four week deadline. The fact that it is a self-paced course not only benefits you as you don't have to stress about any course deadlines, timings, etc. it also helps you to manage yourself and your time in a more effective manner and it's a good way to keep yourself busy whenever you have nothing else going on. It's also a good way to learn something if you have a general thirst for knowledge.  "
2019-09-16 00:00:00,Gabriel G,5.0,1.0," This course is truly life-changing. I took it in order to solidify my studying habits.  I started Engineering recently, and since it's (in Canadian schools)  quite a math-intensive and very rigorous program, Learning how to Learn  seemed like a must-do while I'm not neck-deep in exams and homework.   As a current student, and as a learner, this course is definitely  something that anyone should do if they want to improve their long-term  memory and reduce their time spent on studying to assimilate the same  amount of information.   In my honest opinion, one of the best parts of this course is that you  can easily follow it while on transit. For my part, I would download a  week's lessons at a time and listen to them while walking to the bus and  while riding it. Of course, I missed some information by not using my  focused attention so much, but I had time to do my homework at home and  learn how to learn elsewhere.  Thank you so much for building this incredible course. Thank you even more for making it free.  TL;DR: Take the course.  "
2019-03-24 00:00:00,Hongmei L,5.0,1.0,"I decided to take several online courses to help advance my career, and all of them are new subjects to me.  When I was at school, I had no problem passing all the tests needed, but I don't feel I retained the knowledge as well as some of my classmates did after the semester (and all the tests) was (were) over.  Nowadays in real life, there are projects to be completed and I kept on procrastinating to the last minute.  It's rather stressful to handle work responsibilities this way.  I am grateful that this course provides many practical techniques that I can utilize in my daily work and my self-learning plans, from how to avoid procrastination, how to retain more from what is learned, to how to make weekly/daily learning plans.  Highly recommended to anyone who is serious about learning and is looking for strategies to learn effectively. "
2020-06-09 00:00:00,Nikita K,5.0,1.0,"Прекрасный курс! 
Мой фидбэк будет покрывать не только данный курс, но еще и книгу A Mind for Numbers, т.к. я читал ее параллельно курсу. 
Данный курс помог мне понять и освоить многие вещи, связанные с процессом обучения в целом. Проходя его ты узнаешь как работает память, зачем надо хорошо высыпаться за день до экзамена, почему групповая работа важна и как быстро выводить себя из состояния прокрастинации. Здесь так же стоит сказать, что сам курс довольно хорошо освещает все эти темы и многое другое, но все видео довольно коротенькие, и сама информация подается в сжатом виде. В этот момент на помощь приходить книга Думай как Математик. И она вовсе не про математику. Эта книга - как детальный путеводитель, дополняющий курс и помогающий осваивать некоторые из техник, предлагаемые за время курса. "
