review_date,reviewer,star,helpful,text
2022-08-11,Leonoor K,4,1,"Solid course, just like the first two. Level clearly increases from the basics, you gotta use everything you've learned so far. A shame that some of the google API content discussed has become less relevant/useful now that google has moved the data behind a paywall.
4 instead of 5 because of unclear discussion of ""REST"" in the final week. It isn't discussed in the actual lecture videos or discussed in the book, yet is brought up in the quiz. Repeated confused questions in the the discussion board (plenty of which are years old at this point) have not changed this. 
A big shame that the staff in the discussion often seems frustrated with the students, making their answers less than helpful, even rude. Perhaps the team is too small or the workload to heavy? Given the price of coursera I would expect better."
2022-04-22,Jasper L,4,1,"Love you Dr. Chuck, your course is amazing. But I think I do not quite understand some of the sophisticated terms like serialization. If you can add some analogies it would be perfect!"
2020-07-19,Bhuwanesh N,4,1,This course is very good except the API part. I think they must upgrade this part and elaborate this concept.
2022-04-06,Sauhard S,4,1,it is a good course 
2022-04-25,Alan B,4,1,learning a lot 
2020-08-28,Juan D L L,3,1,"I think the integration between extracting data from local documents (2nd course) to extracting data from web documents (this course) was awesome. I have some experience managing JSON and HTML syntax, and I had no problems on the assignments. However, the course's covering REST and APIs were rushed, and I think the assignments were not that challenging, because they could be done by modifying the last lines of the provided sample code (I recommend writing all the code by yourself).
If you want to have full understanding of the concepts involved in this course, you have to research A LOT. But, as Dr. Chuck said, the goal here is to at least tell you that that stuff exists."
2015-11-18,Alexander C,2,1," Compared to other Python Courses I have taken this is course has no meat on them bones and is NOT worth $80 at all even for a certificate. However for FREE? ok. Worth the introduction to some useful tools. Spend your time and money on a more valuable course like Fundamentals of Computing Specialization, which is awesome, and is about the same price as of this writing.
This course offers no challenge, little content, and the assignments let me down. Assignments are basically handed to you where you only need to alter one line of text to get the right answer on what is supposed to take an hour.
Introduction to Interactive Programming in Python thru Rice U has content and weekly mini projects that really push your learning ability and after taking the courses, I felt like I really got something out of it. 
This course barely scratches the surface of ""Accessing Web Data"" and does nothing to challenge your coding skills. The positive side, it introduces you to Web API's, the basics of Beautiful Soup, and other BUZZWORDS. At least structure assignments to combine all of the efforts learned in previous chapters onto one another. 
Side note... what is the professor doing filming lectures on vacation or at lunch? This does nothing to add to the content of the course and is distracting and unprofesh.
The meaningless assignments let me down. 
"
2019-11-07,Alexandre n M p,2,1,"After finishing this last part of this Specialisation I fell completely frustrated and agree with other feedbacks in this list. The first part of this Specialisation was really inspiring and I feel that learned a lot. In parallel to those courses, I was able to apply the knowledge acquired in the Py4e to learn Matplotlib, Pandas and Numpy and I was very excited applying that learning in my own research.However, this last course, ‘Using Python to Access Web Data’ was ridicule difficult. The exercises were impossible to my knowledge and understanding. There must be something wrong, since I was able to complete the first courses. The exercises were always challenging, but I was able to accomplish them. While the first courses I was able to understand and find the sources on the readings; this last one was awfully dispersed. I simply didn’t understand the codes, the structures and how to parse the information.While I was exciting discussing and suggesting those first courses to my colleagues. Sorry, this last one I cannot recommend, since I did not understand the codes. I am really sorry for this feedback; but I know that I gave my best and I was unable to enjoy this course. Now I feel that I need to search for another course to learn how to access the web with Python."
2020-11-08,Imran H,2,1,"This assignments in this course was very difficult. It was extremely frustrating because the course content is structured in such a way that you don't get a clear idea of all the functions and we are just told to ""Do it"" because it works. There should have been much more smaller lessons or assignments to make us understand how the urllib line functions. Getting stuck at the assignments was very demoralizing. In some of the assignments I had to read codes from stackoverflow to figure out if what I was doing was right or wrong. The lessons didn't give us any clear clue on how we should approach these problems. One of the biggest obstacles we face is knowing how to look at a problem and figure out what steps we have to take. This course didn't teach us the methods to figure it out on our own. It was more of a copy/paste and modify."
2020-07-18,Josh H,2,1,"Dr. Chuck seems like a great professor and I would love to take a course with him in person if I attended the University of Michigan, but I felt I didn't really learn much due to the extremely low difficulty of assignments. Most involved literally just taking the sample code provided and modifying a few lines slightly. I guess it's somewhat forgivable given the difficulty inherent in packaging so many deep, nuanced concepts into a digestible course for the masses, but it still doesn't change the fact that I don't feel like I really learned much of anything. While in the course, I stressed out a bit over the assignments, thinking I was expected to understand all example code provided, until I realized the assignment involves changing like two lines and that's it. "
2018-05-29,Yixin W,2,1,"This course is really really challenging if you only took the first two courses before this. The tests are quite hard to get. there are many moving pieces and it is hard to know where to begin with. I tried very hard to understand the lectures but i would say it just doesn't help with the tests. 
I wouldn't recommend to beginners like me. but if you know python for a while maybe that's another story. "
2018-06-12,Sehan P,2,1,"Course is not organized properly. Enough detail is not discussed for some parts. Especially for the parts on Beautifulsoup. Some information is just provided in the links in slide with no reference to whether it is optional to check or not. This course would be good for someone with prior knowledge about JSON, XML and HTML."
2021-01-20,Mert E,2,1,Course 1 and 2 really perfect and amazing. They taught me how to write my own program But this course 3 was really bad. It didn't taught me how to write code my ownself but it taught me how to copy and paste worked example codes and change them a little bit !
2020-05-18,Hosam M,2,1,"need more clarification, the instructor suppoised that we have a solid background in this area (access web data). 
I am very disappointed from this course."
2018-04-28,Deleted A,2,1,"Average at best. The quiz for networking may be the worst I have ever seen. 
I was expecting them to ask me if you could be an animal what would you be?"
2018-08-20,Kristin C,2,1,"The reading materials and lectures were straight-forward and easy to understand, but the assignments were very difficult and caused me to dislike "
2018-05-29,Shilpa S T,2,1,Not enough relevant material was covered for completing the assignments
2020-05-25,Rohit Y,2,1,REST APIs and week 6 lectures are extremely hard to comprehend. 
2020-02-27,刘嘉禧,2,1,too hard
2021-10-13,Abitofeva,1,1,"1. The violation code is not set and guaranteed with clear or fair instructions. Basically if your coding does not meet their answer, they just make the judgement that you are CHEATING and COPYING while unable to figure out which part is a violation. Frustrating and not understandable at all.

2. Tamara Brunnock is not a good fit for this TA position, suggested from a student perspective. when my homework is flagged by violation, he is totally rude, doing nothing helpful but keeps denouncing my inappropriate cheating behaviours. Literally ruined my experience. I’ve reviewed Tamara’s comments on others, how come that a TA describes someone’s homework as a JOKE while they just made a simple mistake of uploading wrong images? The rudeness and ignorance are totally unacceptable. Get someone qualified with basic manners to assist with the course please!
3. Content: not going into depth and lack of clear explanation of key definition and use of specific codes. Instead of teaching you how to write code, they teach you how to copy and paste. Like what have been said, seems the lecturer has something more important to do so he needs to rush over it.


"
