review_date,reviewer,star,helpful,text
2019-06-07,Mritunjay S,5,29,"i know about a bit of programming language skills by using c or c++. But i also wanted to learn about the python programming language, so i decided to go with coursera & i want to say....waao...Dr. Chuck is awesome, the way he taught is pretty great... i mean to say that... this course is pretty awesome for everyone who want to go with python programming language So, i'm highly recommending to go with this course. "
2019-03-06,Patrick M,5,28,"Excellent course.  The pace was perfect, it was not so long that it was daunting to finish and it did not take too much weekly free time either.  Despite this, I was still able to learn a great deal and am still motivated to continue with the rest of the specialization.  "
2018-12-13,Hemant V R,5,28,"I really enjoyed the course.
Charles Severance explains every concept in a simple way with good examples."
2018-12-24,sanketi g,5,28,Best Course I have done on Coursera
2019-05-17,Siddharth,5,26,Great way to start. It is excellent for persons with no programming background
2019-12-27,Sonu K,5,23,"Extremely basic but Dr. Chuck is so interesting that you never get bored. You can pass the course in a few days with minimum or even no programming knowledge. It's a good starting point for beginners.
"
2020-05-21,SHASHANK A,5,20,  Great introduction to Python and programming as a whole. Everything is broken down making it easy to understand. Had zero programming experience before and this class made it easy and fun to get into.  
2020-06-30,Jonnalagadda R T,5,19,"A well-designed course, especially for the beginners, who are really enthusiastic and passionate about programming. It really helps you to learn from scratch and it does not require any prerequisites."
2018-11-04,David R J,5,19,I loved it! Dr. Chuck is extraordinary in his explanations. A great way to start on Python programming. As a person that hasn't programmed in years it was an encouraging and educational experience :-)
2019-03-27,Cyntia G,1,19,"Two weeks of all sort of nonsense, including macarena, Harry Potter, sorting hat, videos of meaningless travels and lots of self-promotion. Pure crap that doesn´t worth anybody´s time. When theory started on week 3 it was confusing, boring and as time is life I decided to quit.  It shocked me that a serious university like University of Michigan has a clown on its payroll."
2020-05-31,Afshan B,5,18,  Easy to follow and not boring. The instructor breaks things down in simple form. The Coursera platform is sometimes a bit quirky but otherwise the content in this course I thought was quite excellent.  
2020-09-25,nzete c,5,17,  Extremely basic but Dr. Chuck is so interesting that you never get bored. You can pass the course in a few days with minimum or even no programming knowledge. It's a good starting point for beginners.  
2020-04-28,Vibhute y ,5,17,"Great introduction to Python and programming as a whole. Everything is broken down making it easy to understand. Had zero programming experience before and this class made it easy and fun to get into. 
 
"
2020-05-26,Rudra T,5,16,"well i am thankful for such platform for providing  and me to develop my programming skill, and also for respected sir  Charles Russell Severance , the way he teaches i understand from basics of python. "
2020-10-29,Haithem A B,5,16,Very good introduction to basic programming. Very easy for beginners in python who have already some programming background - but still extremely useful to quickly and efficiently learn python basics.
2020-06-27,Kunal,5,16,  Great introduction to Python and programming as a whole. Everything is broken down making it easy to understand. Had zero programming experience before and this class made it easy and fun to get into.  
2017-08-06,Connor B,1,16,"I got a 95% and maybe I learned something but I can honestly say it wasn't because I watched the videos - the professor is seriously disconnected. Programming for ""Everybody""? I know what I want to do with programming, but all the examples and small programs you write in this course give you no idea of what of someone outside science and math will ever use programming for. "
2016-01-26,Kseniia G,5,14,"A really simple and what is the most important a clear course.
Really hope that next sessions are created in the same manner.
Will highly recommend to anyone who decides to start studying Python
"
2016-05-11,Terence P,1,13,"To be honest, I thought the course stumbled and fell short.  It was too basic and slow paced.  The tone was a bit immature at times, and perhaps appropriate only for a grade school level classroom--not something for working professionals.  And it's certainly not mature enough or challenging enough for a university class.  Even if the goal were to teach those with no programming experience, it could accomplish that  while providing more content, and making the content relevant. 

Is the course worth the price?  Hell no.  If you do pay, you may feel very cheated at the end.  The entire course can be reduced to 3 pages of notes.  One would be better off checking into other free, online tutorials.    

I'm not sure about the value of the videos titled ""Office Hours.""  They all appeared as self-promotional behavior from the professor, as if to say, ""hey look how great I am making this video in Paris.""  They're really nothing more than that.  In one video, he corners a guest speaker at a conference, who appears annoyed after a few minutes and gives the professor a polite brush-off:  ""other people here would like to talk with me too.""  After all of these videos, you will ask yourself, ""okay, why did Severance make me watch that?""  ""What was the point?""  And you'll shrug your shoulders and say, ""another waste of time."""
2015-10-20,Steve M,1,13,We tried to use this class to teach a brown bag lunch for our employees interested in programming.  Python is a great language but this class has a very low content to volume ratio (nobody wants to watch the instructor meet his life-time idol at a trade-show or watch the Intel versus AMD melt-down commercials over their lunch break).
2020-09-29,Abid S,5,12,  Very good introduction to basic programming. Very easy for beginners in python who have already some programming background - but still extremely useful to quickly and efficiently learn python basics.  
2020-07-20,SUTAPALLI S G,5,11,"Great introduction to Python and programming as a whole. Everything is broken down making it easy to understand. Had zero programming experience before and this class made it easy and fun to get into. 
 
"
2021-06-09,ALISHA S P,5,10,"Very good introduction to basic programming. Very easy for beginners in python who have already some programming background - but still extremely useful to quickly and efficiently learn python basics.


"
2020-09-11,Perim G,5,10,"I really liked the course. I just wish it was more practice heavy and the lectures were broken up more and there were quizzes during the lectures to keep you engaged more and make it more interactive. 
 
"
2020-08-23,ADARSH V B,5,10,Great introduction to Python and programming as a whole. Everything is broken down making it easy to understand. Had zero programming experience before and this class made it easy and fun to get into.
2018-01-08,Frederick U,5,10,"Tan solo auditar este curso me ayudó bastante en el aprendizaje de este lenguage de programación. A penas ahorre el dinero compraré el resto de cursos para seguir adelante. Gracias Charles Severance!!

"
2020-08-18,Leonard W,1,10," If I were to compare the quality of this class to something I would say that this class is like a Chess class that spends 30 minutes explaining how pawns work and then asks you to move Knight to C3. ""Wait, what piece is the Knight? How does the Knight move again? What's C3? Help!""  That's basically what you will get out of this course.
This class is not a good choice for someone starting from the ground up. It's no so much that it doesn't cover entry-level concepts, rather it fails to elaborate on these concepts. The feedback from the quizzes doesn't point you in the direction where you can learn from your mistakes.
Likewise the assignments are often two steps ahead of the video, meaning that when error messages pop up in the auto-grader there is no way to figure out where you can learn what you did wrong. the videos will cover steps a, b, and c but the assignments expect you to know steps d, e, and f. This leaves students to discuss the answers in the forums or on other sites which I understand is frowned upon. However for ""green as grass"" students this is the only way to get anything done. And when students try to explain how the code actually works to each other their threads get locked down, only cryptic and vague responses to issues will remain.  That is abysmal.
When I seem to get more help from other students in the comments than from the moderators in the forum, that is an issue. And lets talk about the moderator, there is only one. One for how many students? One for how many questions? Even if there was just 5 more people answering in the forums it would greatly improve the quality of this class. And those moderators should do more than just refer students back to the book which often provides insufficient information to tackle a problem. 
This class needs to be reviewed extensively.  I wouldn't recommend this course to anyone fresh that wants to try to learn code. "
2020-09-09,shrish v,5,9,  Course was very intresting and interactive. And also looking forward to start python data structure course. Charles sir was teaching perfectly and his lecture content was also very helpful.Thank you!!  
2020-08-23,Syed  A  A,5,9,"It was an awesome course , the instructor was very good at explaining it in a (hogward) like way .It was fun, i feel like anyone who doesn't have prior knowledge on programming can learn it with ease. "
2019-05-17,Mayar S F,5,9,It's perfect
2017-01-27,Stuart K,2,9,"The course material is fine. In fact its good. However I completed the entire course in 4 hours. Whilst I have some basic programming experience I am by no means an expert. There really is very very little material in this course. The assignments are also very simple and automatically graded. The course fees are not particularly transparent. I think the course is FAR too expensive for the content provided. All of the other reviews I have seen for this course are a single line such as 'I liked the course a lot' or something equally vacuous and unhelpful. If you are a beginner I would suggest trying 'Python for the absolute beginner' by Michael Dawson. If you have ANY programming experience, you might be better with a more advanced course."
2020-11-22,Tofayel K,5,8,This course is very useful and the way Dr. Charles Severance teaches is outstanding. It's gonna be a perfect course for those who are looking for a programming course specially designed for beginners.
2020-06-23,NAZARKAR K U,5,8,"Very good introduction to basic programming. Very easy for beginners in python who have already some programming background - but still extremely useful to quickly and efficiently learn python basics.

"
2020-05-24,Mohak G,5,8,Great course to start programming  in Python.
2021-02-10,MICHAIL M,5,7,"
This course more than met my expectations! In his online videos 
Charles Severance explains the basic concepts of programming in an 
easily understandable way.Abig thank you and hope to 'see' you again!"
2020-08-21,Hrishikesh U B,5,7,"I love Coursera , it's so helpful for me . I hope that other lessons and courses are also cool like this and the Dr. Chuck ia the coolest ever teacher i have ever seen so thank you very much Coursera."
2021-09-11,Maria J S,5,6,"Can't wait to learn more from this professor. I really liked his way of explaining. If you are not new to programming, you may want to skip this first course. I still took it, and I still learnt some. "
2020-09-30,Mary A,5,6,"Very beautifully taught. I gained basic python programming knowledge quite easily. The lecturer is fun and encourages students to want to learn more. In general, it was an awesome learning experience."
2019-07-26,Jan H H,4,6,"Good systematic course for beginners - although for real beginners some parts may be quite a bit too geeky, the promise that even if you don't know much about computers you will still be able to follow the course doesn't convince me. If you had some experience with programming, go at your own speed with the course materials and you will be able to finish within a couple of hours - I finished the whole seven weeks in two days, not working on it full time and watching all the videos, which is not really necessary. Some of the examples don't seem to make much practical sense, which would be good for motivation, but they serve their purpose to understand syntax and structure. Some have errors, which is surprising given the huge audience that can help to correct them. There are extra materials about hard- and software developers that are not really connected."
2015-10-08,L. W,1,6,"I am very disappointed with this programming course. The course lacks detail and deepth and could be taught in 45 to 60 minutes instead of 7 weeks. The quizzes and assignments were to easy and basic (solved in less than 5 minutes) and definitely not enough. Annoying was the overuse of colours in almost every video (almost everything was coloured - highlighting everything is just as usefull as highlighting nothing, green box with white text inside - did you try to read that on a different monitor than yours?), the pointless and useless doodles, smilies and whatsoever, wasting my time by watching you dispose your teabag/drinking tea or coffee/talking about your mug/etc., why do you even need to drink in a 20 minute-or-less video. The Tutor tried to loosen a dry topic. Mostly it wasn't my humor but I can live with that. I had hoped for more :("
2020-07-15,ADITYA K D o E,1,6,"i feel this isn't a course for beginners it should be for intermediates as i found the exercises very hard and moreover the instructor teaches basic stuff and the graded assignments are tough before some assignments he doesn't even discusses those type of problems. All i'm saying is anybody taking this course as a beginner without any prior knowledge in programming ,he/she would be discouraged."
2019-01-13,Kanei P,1,6,"Most vague info, assignments don't even have  anything to do  with the videos, and the videos are not helpful because they don't give any examples. Terrible, and extremely hard. I do not recommend this course to beginners, or to anyone for that fact. 
"
2021-07-02,Haydar M,5,5,"Dr Chuck is amazing!! Great methods, and informative.. Gained knowledge and confidence. Definitely worth the time.. cant wait to start my next course with the University of Michigan, and with Dr Chuck"
2021-05-31,Avijit D,5,5,"Easy to follow and not boring. The instructor breaks things down in simple form. The Coursera platform is sometimes a bit quirky but otherwise the content in this course I thought was quite excellent.


"
2022-01-15,Kunal p,5,4,"Very beautifully taught. I gained basic python programming knowledge quite easily.
The lecturer is fun and encourages students to want to learn more.
 In general, it was an awesome learning experience."
2021-04-27,DENNIS H V U,5,4,"Excellent, although, even without having any programming experience except some Visual Basic at school about ten years ago, in my opinion the course could have bee more difficult and the pace quicker.
"
2018-03-06,Luca,3,4,"The course states it is meant to be for everybody but the frequent mention of error messages and how they are not meant to judge the student makes me thing it is meant for teenagers or a generally young audience. 
Some concepts are introduced very quickly and without the proper background. The exercises are mostly on the easy side and they do not build on each other (example: functions are introduced in a class but not used in the following exercises). This ends giving the impression that the course is not well structured and does not try to make the student find synergies between concepts.
While this can work somehow for most of the course, the last week sees the introduction of some very advanced concepts (None and IS) which are just barely touched, leaving the student to have to search for information outside of the course. This is made worse by the overtly restrictive requirements of the assignments that use the autograder. The autograder does not let you explore potential pitfalls in your code, which are much better clarified by using the debugger (not introduced) or the python online visualizer (not introduced). I strongly advise to introduce one of these two tools in the course."
2017-01-28,Maaike G,3,4,"Although the course pace was very well suited for a total beginner, I found the didactics of this course not so well-structured. The examples and starter codes caused quite some confusion, and the underlying coding principles were not made very explicit. I've finished an introductory Python course from the University of Toronto, and found that course much better structured. It gave me a level of understanding that I would probably not have reached by following the UMich course alone. "
2015-12-20,Stephen Z,1,4,This course has been dumbed down so much that no moderately intelligent person should be subjected to it.  Coursera really needs to rethink its approach to teaching.  I can only express my sympathy for those were seduced into actually paying for this course.
2020-09-13,Ajay k N G,5,3,  Very good introduction to basic programming. Very easy for beginners in python who have already some programming background - but still extremely useful to quickly and efficiently learn python basics.  
2017-09-07,Jeff W,4,3,"Coming at this with no experience in coding at all, this course was extremely difficult. I think the most difficult part of this class was following the videos. The reason is because real world uses weren't given very often. I struggled with motivation nearing the end of this course because the examples in the videos focused on the ""what"" the code does and not so much the ""why."" Because of this, the usefulness of some of the discussed functionalities in python are still unknown to me. To remedy that, I would recommend the exercises in the videos reflect what will be done in the assignments, at least to some degree. I couldn't help but get hung up on what ""zork"" had to do with anything (among a few other examples), or why I would ever need to find the largest letter in a phrase like ""hello world."" In fact, I think my biggest struggle going through this course was fighting thoughts like, ""what am I going to use this for?"" I would like to see more content related to solving real world problems, even if it's just in the bonus content.
Overall, while it was very difficult, I really do recommend this course to others, and in fact I already have recommend it to two of my friends. The instructor seems like a really awesome guy, he's easy to listen to, and overall he's the kind of teacher than any student would love to have. "
2017-08-15,Annachiara K,3,3,"If you have taken a C++ course in your life, it will take a 4-5 hors to finish this class. More exercises would compensate the low path of the course. "
2016-10-21,Josh M,1,3,"This Course is bad! I try to ask for help and then mentors only reply with I cant help you because of the Honor code. Well tat doesn't sound like much of an honor code to me. Of course I am doing my own work duh! I just need help. Dont we all need help from time to time. I think Coursera needs a lot of improvement. I am extremely dissatisfied with Coursera and this course but especially the mentors and their lack of mentoring. Education should be uplifting and positive and an area where individuals can ask question and receive help and not be scolded for asking help or asking questions like a beat down dog. I mean really I think Coursera needs to go take some hints from a real school or university and seek information on education and how it is best when students teach each other and If I can ask for help and learn from others and give then the opportunity to help me that whats the point of a discussion board. Do away with the discussion board or change the way the honor code is written. Yes I agree with Honor and doing your own work but come on. Help and tutoring is a valuable part of education and necessary to learning! Please make the necessary changes to better Coursera and make it a more positive educational experience. I mean please I am trying the best I can with what I have got and no one seems to want to help me learn and improve on my skills and my understanding. Make changes and make them now.
Another reason I hate this course Is that Coursera does not believe in people helping one another. Then the mentors cant even explain how to work through the problem. The menotrs make things more stressful than they need to be because the dont give help or hints or clues. People need to talk to people on the phone or in person or the instructor needs to give better examples so people can better figure things out on their own. I just think Coursera is crap and this has been a very unpleaseant experience for me. Then on the discussing board i see others struggling with the same things and the mentos dont help them. People are pleading for help and not receiving any guidance or direction to help them figure things out. Things need to change with this program. They need to change soon!"
2019-03-22,Tony F,5,2,"This class served as not only my introduction to Python, but to programming in general. For whatever reason, programming can seem like a daunting task to people, including me. However, Professor Severance had a casual, yet confident attitude that made each week feel like an approachable game that happens to be very useful. I didn't expect to have a great time watching the lectures, but I did. Obviously, I'm not very advanced yet with programming, but it seemed to me Professor Severance was great at anticipating faulty habits or inclinations and nipping those in the bud for us beginners. He has well-constructed examples to explain his points without making them overly complex. In short, I think the title of the course is apt; it does a good job at making Python understood by everybody who is interested to learn. Thanks for the solid foundation!"
2018-08-19,Nimit R,5,2,  Very well explained the concepts of programming in the context of Python and that too with good fun. Love you Chuck  
2020-01-03,L S,3,2,"NB: I audited this course so did not get feedback on assignments. If you are a true beginner, and have no programming or computer experience whatsoever this course is for you. Dr. Severance explains the concepts VERY well using great metaphors and he's quite engaging. However, he takes an incredibly long time to do this and uses many many words and there are many mostly irrelevant videos. If you have any coding experience at all, you might find it better to download python and the free book (which is written in the same engaging style using the same conceptual metaphors) and go at your own pace. The book is really really fabulous and you don't have to listen to the lectures at 1.5 speed waiting for something useful."
2021-03-09,Serova R,2,2,"Очень маленький курс для своей цены, задания практически полностью копируют то, что было сказано в видео и делаются очень быстро, курс проходится за один вечер, хотелось бы более интересных задач и больше задач"
2020-04-19,Samin Y H,5,1,"I just loved the instructor!!!



I loved the way he teaches, he taught some deep topics very easily. It was very simplified and examples were so relatable and the way he made me understand the codes, I just started to fall in love with programming !

After this course, I am not only clear with the algorithms and control flow but also I have learned many techniques to easily code. 

I have got a free book, with this course, which is the easiest programming book I have ever read!!! 

I tried to code by my self after learning a topic, I gave myself some problems and solved by myself which gave me confidence. 

In this course I have learned about basic programming, overview of python, hardware and software relations,hardwere overview,variables,conditionals,function,user defined function,loop and control statement and so on.

 "
2018-11-19,John D,5,1,"This course is very basic, teaching you fundamental sequential, conditional, and looping expressions of Python. The materials are assembled and arranged very nicely. If you are curious how this course translate to the undergraduate course that can be taken in some best Universities, well this course is roughly like 1/4 of the materials that is covered in an undergraduate Python course. The whole series of five courses here on Coursera probably count towards one undergraduate course in a prestigious school such as Carnegie Mellon University. Though this course is very good, explaining the basic materials very well, this course alone cannot make you a real Python programmer. You probably need to register the whole specialization to have a entry level feel of a Python programmer"
2020-04-02,Sartaj J C,5,1,"  Well Python, though was the first programming language that I ever picked up to learn when I was in my high school, I didn't continue coding in python(regretfully) after finishing cover to cover two books 1) Head First Python by O'Reilly Publications ; 2) How to think like a computer scientist: using python. After a long break I started learning Java when I started studying Computer Science at university and after coding in Java for almost two years and learning a lot of data structures and algorithms and implementing them using Java, I totally forgot how to write Python codes so this was a very good quick, informative and adequate revision. I feel like a Pythonista already. Going to continue the second part of this course too. Thank you !!  "
2020-03-06,Lisa S,5,1,"Excellent starting point course. Very easy to follow and understand. Terrific instructor who explains things well, is never dull and is easy to listen to. The ""office hours"" videos seemed a little unnecessary. I'm not sure what the point of those was. I found this course quite easy, probably because I have a B. Sc. in Computer Science, although that was a while ago. I really liked learning how to install and use Atom (Atom Nightly for Mac was the one that worked... search for Apple support note about that -- regular Atom will not download), Python and Terminal, none of which I was familiar with before. Great job! I will take more courses in this specialization for sure !"
2020-10-19,Michelle B,5,1,"Dr. Charles was a really great professor! He is sooo good at teaching. Truly remarkable! I'm an aspiring programmer and have a very little knowledge in programming, but I learned a lot from this course. His material are easy to understand and he knows the topic in depth.  He presents it in a clear, plain language that's technical.
In terms of accessibility: The lectures have subtitles and interactive transcripts in the feature. The audio is clear and doesn't have any noise background. Great job!
I totally recommended this course to those who want to learn python with no programming experience and technical background. Very thoroughly discussed at your own pace."
2020-04-08,Sohel S,5,1,"This course is really simple and does what it says. It gets you started with Python and basic programming. If you are not introduced to Python at all and would like to learn, this should be your go-to option. The instructor is really knowledgeable and really fun at the same time. I would like to advise on completing the next course ""Python: Data Structures"" as well to get acquainted with lists, dictionaries, tuples, etc. and programs utilizing these concepts. This would really round up the introductory concepts in Python."
2020-04-06,Wilson W,5,1,"This course is hands down my favourite programming course (And I've taken a lot of programming courses). 
Dr. Chuck (the instructor) teaches so well. He makes the class fun and even tells stories during lessons. He also tries to be as friendly as possible. That makes the learning experience so much better.
The concepts are clear and they're explained properly too. And the assignments in the middle make sure that you really pay attention to the course.
If you are looking for a course to start learning Python, this is the one."
2020-03-26,Derek R,5,1,"This course is fantastic! I always looked at coding as some dark magic that I would never understand. Now, after this course, I want to continue mastering this skill set and understand how else I can use to to manipulate, interpret, and display data. The instructor is wonderful, and I am now actively looking for his other courses to take next. My only suggestion is for some of the exercises to be displayed via Windows and not just Mac, but that's an extremely minor issue. I highly recommend this instructor. Great course."
2018-04-12,Ngoc N,5,1,"Great lectures, great text book.  
I really liked the professor - in his videos he progresses fast enough that you don't get bored, but slow enough that you can understand the material.  I generally dislike watching instructional videos because I'd rather read the instructions and do it at my own pace, which is usually faster than the video's pace, but I didn't mind watching these.  I also liked the fact that he had a textbook that you can use as reference so that you don't have to re-watch the videos over and over again."
2017-09-18,Miki S,5,1,"I started this course with zero knowledge of programming: 20 years ago, I have learned basic HTML, that's all. I am not a computer or technology person at all. However, Dr. Chuck's teach method made me feel like the contents are simple. In the latter half of the course, I struggled to do assignment of making a code. Because I need to use more function, and my brain hadn't fully understood how to use those functions. I reviewed my note many times and finished assignments. Thank you for your excellent lecture, Dr. Chuck!!"
2019-09-19,Amit K,5,1,"This was my first ever course online and I am happy to say that I had a satisfying experience. The great thing about this course is that not only the instructor is dedicated and really puts his heart into teaching the material; all the necessary steps are taken to ensure the student's success; that the student can really complete the course without getting demotivated. I highly recommend this course to the beginner programmers, who have never written any code and want to learn to code in an fun yet challenging manner."
2018-03-10,Mrinal V,5,1,"Out of all the courses that I have taken on Coursera, this one left me with a smile on the face as I worked through the content week by week. Professor Chuck has a humorous and engaging style of teaching. The bonus materials are absolutely a charm, I loved seeing so many students as they meet and greet with professor and share their experiences. The exercises are a great way of beginning in programming and are very relevant to the material being taught. I am eager to take more courses from this specialization."
2021-06-02,YU M,5,1,"A very good course not only helps people learn the programming language but also helps people know ""the way computer think"". I used to think programming is all about remembering of all the syntax and reuse them. This course let me know sth more than that. The teaching process is really important and you will find it super usesful when you cannot remember some syntax properly because it helps you to understand the language.
Overall,  it's a great start for people who want to learn programming."
2020-11-02,Xiaojun L,5,1,"I finished this course in a few days instead of a month. This is a great course for the debutants as me. It is easy to understand, and doctor Chuck's sense of humors makes it fun to learn. I can do simple code now thanks to the course. Every time I accomplished the assignment, I just felt so happy about it even tho it took me time to figure out the right code. In a word, I'm satisfied with this course and I would totally recommend it to those who want to debut their journey of Python:)"
2020-10-31,Nkem I,5,1,"Dr. Chuck is a gifted teacher and professor, some might consider what I have been able to achieve with this course not a big deal and they would be wrong. The joy that comes with being able to solve a problem statement by breaking it down into small chunks and thinking out the logic of the steps is immeasurable. I set out my mind to learn how to program for the third time and I am confident I will be able to tackle what comes next. Thank you Dr. Chuck, Thank you Coursera."
2021-08-18,Trang P Q,5,1,"Thank you, instructor! ❤ The course is my first step to the CS world that I have been dreaming of. Thank you for helping me and thousands of students take off successfully with your detailed explanations on every issues and your hilarity, which make the lessons so enjoyable! Huge thanks and appreciations ❤❤❤ (completing the course just felt like having just graduated from university 😂, I don't know why but I 100% will study your next courses!)"
2019-10-16,Liu W,5,1,"Incredible course!!! 1. Python is so complicated but the course is simple (maybe just at the beginning, for people like me with thin mathematics foundation and no knowledge of programming at all!) 2. The logic of the course is very clear and simple to understand 3. The arrangement is not so tight, therefore is friendly to people who have full-time job like me! 4. Coursera is incredible!!! See you in the next course! "
2020-10-30,Shoham E,5,1,"Even though I have never met Mr. Severance I must say that he is one of the best teachers that I have ever been taught by ! an excellent teacher who is calm, assuring and confident-inspiring for new programmers ! The course covered the very basics of the Python language in a great way, and I'm very confident in my abilities to continue the specialization with the tools that I have acquired from this course. "
2021-02-22,祝先生,5,1,"Wonderful as this course ""Getting Started with Python"" is, there are still a stupendous amount of important but tiny points of knowledge hiding behind these lessons we need take, where we should still explore more during the leisure time of ours and if necessary, try to predict how these stuff would be used later, plus making some questions by yourself. 
Sincerely hope this comment helpful.  "
2021-06-02,蔡涵涵 T H F,5,1,"I've written a little bit python before, but never officially take a course on it. After finishing this course, I feel really worthwhile, and I will definitely keep going on it. This course helps me a lot on learning how python works in a specific way.
Dr. Chuck is pretty thoughtful, and I love those bonus videos very much. It makes me feel involved in the python learning community!
"
2020-05-15,Powsali G,5,1,"This is an amazing course. I used to be so scared to computer programming. But I enjoyed this course so much that I actually enjoyed doing the assignments. I completed the course in just 9 days which is awesome. This just proves that if the professor is engaging, students will love learning. I am very very greatful to the instructor. This has been a wonderful experience."
2022-03-03,H. W H C K,5,1,"`This is a great Python course for beginners. Before I follow this course; I had some knowledge about Python . But I had some doubts in some areas. This course covered them all very simple way. 
And the supporting staff is really helpful, replyied all the questions without any delay. 
I think this will be a great opportunity for future followers of this course. Thanks!"
2020-05-10,Ridwan B,5,1,"I cannot describe my joy at achieving this feat. It was an interesting and fulfilling experience. Although, a complete beginner, I was able to comprehend the lessons owing to the simple language used by the instructor. Thank you so much, Professor Charles. I sometimes had tough times, but it was worth it. I won't relent at this level, I will continue to soar higher."
2020-09-06,GEORGIOS P,5,1,"A very interesting and useful online course for begginers. I think it's a great opportunity for everyone to spend some time with this course, as you can learn the basics about Python programming and more. Thanks Charles Severance for this amazing online course!
I'm looking forward to attend the next courses of this specialization!
"
2021-04-16,Luke M,5,1,I found the course excellent in introducing and getting a person excited about programming. The course explained the topics well and very understandable. The one thing I have against the course was the final project. I found its difficulty didn't correlate with the difficulty of the assignments one the previous chapters. 
2019-03-08,Lorilyn M,5,1,"I love the teaching style of Dr. Severance!! I've tried so many other tutorials online but his class is by far my favorite. He helps cement connections by use of metaphors and visual aids and as a student who has traditionally favored subjects such as language arts, it has been invaluable to my learning experience!!"
2020-11-09,Manuel A,5,1,"I never expected to start learning ""on my own"" something a little bit ""technical"" like this. But everything in this course is really well thought and done. It's great, motivating and I could see myself getting hooked into learning more Python or more curious about programming by this positive experience. "
2019-10-16,Nikhitha N B,5,1,"I have gone through plenty of materials for python and also did few data science courses.But I regret taking this course at the first place.Dr Severance’s lectures are very neat and easy to understand.I never understood basics so well before :)
I am very grateful to be a part of this specialisation "
2020-06-29,Alto P,5,1,"I struggled, had to watch most of the videos  2  or even 4 times, but I have completed it.
The instructor is highly professional, a true teacher. I started with the Python course by Google and it was poorly explained. The instructor here knows exactly what beginners' learning process is like."
2020-04-03,Arjun B,5,1,The best online course I have taken so far. Charles Sir used a very simple way to convey his knowledge with his best efforts. You will learn every python basics. The topic I liked most is except and try and Functions. I am grateful to Coursera for providing such a great platform for us. 
