review_date,reviewer,star,helpful,text
2020-02-07,KASHISH J,5.0,17.0,"it was a great experience learning so many basic concepts about the cybersecurity world , helped in understanding the key terms of cybersecurity and makes me stand out in cybersecurity crowd."
2019-09-02,Renaud L,3.0,17.0,"Heavy emphasis on videos and, sadly, they are not well structured. The teaching staff is made up of employees that do not master English and it makes the learning experience somewhat painful. They speak in incomplete sentences, overly using words such as ""so"", ""someone"", ""somebody"", and peppered with filler words.Also, the transcripts, which could be an alternative, are just horrible. I suggest using well-made PDFs, using the same presentation slides but with clear text explanations."
2020-04-18,Modestas G,5.0,16.0,"Very solid course. Quick overview about almost everything you need to know at the beginning. A lot of useful links with additional material to study. Thanks a lot for sharing the knowledge, indeed!"
2019-09-02,Syed H A,4.0,16.0,"Audio quality can be a little better. Some topics are quite interesting though there's no reading material provided for them. The ones provided are excellent materials, no doubt. But, reading material on cryptography, encryption, DES, AES, that would've been excellent!"
2020-05-26,Domantas Š,1.0,16.0,"To put it bluntly, the course is made very poorly.
Persistent poor quality videos that looked like they were cut up and stitched together, nitpicky quizzes that don't really test how well you understood the material but how blankly you memorized it.
Starting the course I was expecting a lot, but by the end of the first course, I'm planning on dropping it."
2020-04-15,De L P G d C,1.0,13.0,"Some of the Teachers has terrible didactics, sometimes it looks like they are stutterers, sometimes the video has bad noises or the quality of microphone is bad (too slow or broken), some of the slides are badly drawn. I was expecting too much from this course."
2020-06-22,Shubham P,1.0,12.0,WORST AUDIO QUALITY AND SUBPAR CONTENT. 
2020-07-06,Deleted A,1.0,12.0,Terrible sound quality!
2022-04-27,Danquez R,5.0,11.0,Best tip for these courses get a notebook and write down the question thats put at the beginning of each video then answer it by the end if you do this you will have no problem completing any course!
2022-04-24,Boluwaji J,5.0,11.0,"An introduction for a beginner that takes you through the steps, very informative, and helpful to guide you through the basics and move on towards advance level. I definitely recomend, Thank you IBM."
2020-06-26,Bhumika R,1.0,10.0,"The audio in most videos is not clear. Besides, constant variation in sound and speaking style is not conducive for a good learning experience. Did not understand the voice in a few videos"
2019-11-25,Oludemi-Adelaiye D,5.0,9.0,This is my first course and I really enjoyed it. It's built on practical knowledge and has really inspired me to learn more about Cyber Security.
2019-09-02,Marty A,2.0,9.0,"Very heavy on videos, though the audio quality and transcripts could be better. The quizzes could also be improved, as they are too  focused on memorization of trivia -- a bit more engagement of critical thinking skills would do. I also thought the little story about Ronald Regan and ""War Games"" was silly...surely the U.S. government became concerned about cybersecurity in the 80s due to the rise of the PC? At very least, the course points you in the right direction for other industry resources; in addition, it's part of a 4 part program, so you need it, even if it is not the best or most exciting."
2022-06-01,Edwin Z T,5.0,8.0,"Instructive and educational. Great and fulfilling course on Cybersecurity Tools and Cyber Attacks! 

Awesome course fullfils its objectives of providing the needed tools amd skills in Cyber attacks."
2019-10-20,Jon J ,3.0,8.0,Content was good but the delivery was poor. Would prefer instructors who are native English speakers as it was very difficult to understand portions of the content. Don't see why they couldn't facilitate that given all the instructors are doing is narrating. 
2019-10-06 00:00:00,Lakshay P,5.0,7.0,"course is good but the problem occurs because of asginment, because there is many right answer in option so student get confuse and sometimes wrong answers are right."
2019-10-28 00:00:00,samuel N H,5.0,6.0,"The course was intensive, broad and contains key cyber security tools and information for future utilization in cyber security workforce."
2020-05-28 00:00:00,Gaurav R,1.0,6.0,The audio quality in classes are very poor . The Instructors fumbles a lot while speaking .
2021-07-18 00:00:00,kouser z d,1.0,4.0,"I was quite sad and upset in this course, it was really a Project Management Course NOT a cyber security course. The first three modules were mostly repeats of the same subject matters. Only in the final module 4 did they actually cover anything relevant to cyber security, and it was simply too short. As stated earlier this was all definitions and Project Management concepts as oppose to actually learning anything about cyber security.

The quality of audio from some of the authors was very poor quality. If English is not your first language I would say not to do this as you will not be able to understand the authors, as the sound quality is very poor in understanding what they are saying.

I did not learn much from this in terms of actual cyber security, just a few things towards the end, as I say I had high hopes from this considering its IBM and was very sad at the product quality itself."
2020-07-08 00:00:00,Thomas S,1.0,4.0,All presenters had issues with background noise and white noise.  Sometimes presenters speech was muffled or had wild swings in volume.  The presentation was extremely basic and boring.  
2020-07-04 00:00:00,Partha S,1.0,4.0,"Very difficult to follow due to poor audio quality. The course is anything but interactive, nothing more than poorly recorded PowerPoint presentation. I expect better from IBM."
2020-08-26 00:00:00,Evelyn W,1.0,4.0,"So far, 1 Instructor had such a thick accent that coursework barely understandable"
2020-02-24 00:00:00,Elisha B ,1.0,4.0,This is not helpful and parts are not very professional. 
2021-07-06 00:00:00,Shubham S,5.0,3.0,"it's helpful it can help you to know about cybersecurity history from where it all start and where it is now and also it wil help you to leran about melicious codes, software, attack, and many more "
2020-07-03 00:00:00,Ramsés R G,5.0,3.0,An excellent course that has made me understand the basic concepts of cybersecurity and growing my interest in this job sector.
2020-06-16 00:00:00,Pavithra G ,1.0,3.0,There was no clarity in the teaching material. It was an absolute waste of time. 
2022-02-04 00:00:00,Anas T,1.0,3.0,"bad audio quality , and without practical exercises ."
2021-09-28 00:00:00,Shamant K,1.0,3.0,poor voice of instructor.. just aa aa type
2020-03-18 00:00:00,Andrea M,1.0,3.0,Huge disappointment. Really low quality.
2020-09-24 00:00:00,Miguel S F,1.0,3.0,the sound quality is very bad
2020-10-10 00:00:00,José C G P,5.0,2.0,"Great introduction to the basics of cybersecurity. The sound and image quality is sometimes subpar, but I don't think it's bad enough to make this a four star course, since the content is solid."
2020-06-25 00:00:00,Sourabh G K ,5.0,2.0,"Learned to combine knowledge, skills and expertise of the cyber security community to identify the emerging threats and facilitate the development of coherent policies and robust capabilities.  "
2020-05-17 00:00:00,Subarnadip D,5.0,2.0,"Surely it was a great experience and learning opportunity with IBM about the cybersecurity world. Appreciate!!! and eagerly wait for the future cybersecurity program. 
-----Subarnadip Debnath"
2020-07-03 00:00:00,Aayush P,5.0,2.0,It really helpedme go into the domain of cybersecurity and it scope and impact on the society
2021-08-18 00:00:00,Eric R,1.0,2.0,"I am taking this course because it's an IBM Professional Certificate Course. Right now I'm extremely disappointed with the quality of the videos. I expected more than what I've been presented by a multinational corporation like IBM. I can live with the poor video quality because the real issue is the quality of the speakers used to teach each lesson. I'm sure they are brilliant in their respective fields, but as speakers they are extremely poor. In one video which sounds like the lecturer is in a tunnel someone keeps knocking on the door in the background. It didn't happen once but twice in two separate lectures. A couple of the lecturers  have not prepared for their topic. They stumble over words, lose their place, go off topic. Right now I'm at week two listening to ""Cyber Kill Chain"". I can barely understand the lecturer, his English is virtually unintelligible. This is ridiculous and I can't understand how something this sloppy was allowed to be posted and charged money for. I'm extremely annoyed because I'd like to learn. I don't mind the subject matter being hard but trying to follow an unprepared or non-English speaking lecturer is unacceptable... "
2020-10-08 00:00:00,Michael S,1.0,2.0,"I've nearly completed only week 2 but feel compelled to provide feedback now.

So far, the material is too generalised and vague and poorly written.
On top of that, I can't understand what some of the presenters are saying.
In addition, it's even difficult at times to make sense of the transcript.

I work for IBM. 
I know we have loads of clever people in this company.
I'm sure we can do better than this.

Very disappointed.

Update : I have now finished the course.
It didn't improve.
Total waste of time."
2022-05-02 00:00:00,Alan O,1.0,2.0,E​xtremely poor quality video and audio. Very surpised at IBM for delivering such poor qaulity content and also dissapointed in Coursera allowing such poor quality content. I will would not recommened this course. Save your money and hard earned cash.
2020-10-26 00:00:00,Youssouf T,1.0,2.0,Trash
2020-03-11 00:00:00,René R,5.0,1.0,"Great introduction for anyone who wants to immerse themselves in cybersecurity without any prior knowledge or degree in the field. May need to do some research by yourself and lookup words just to get the full spectrum of the topic, and sometimes the audio may be hard to follow but thanks to the transcripts you can easily move forward and make notes as the course goes on. Really recommend !"
2019-09-22 00:00:00, I K A,5.0,1.0,loved the course.....it was so informative and the quizzes were challenging and they helped me gasp the concepts more. i got insight on the key concepts of cyber security am excited to take on more courses under this category( specialization). thank you IBM and coursera for this great opportunity and platform to advance my career in cyber security
2021-09-25 00:00:00,No N G K,5.0,1.0,"I​ m so proud of Coursera becuse I have learned very easy and flexible way about Cybersecurity. So far I have learned what is Cyber crime, Cyber attack, Firewall,  Pentest, and Digital Forensic. So I want to complete all of curses and I Wanna take Professional Cyber Security Analyst Certificate . Thank you so much.  "
2022-03-31 00:00:00,David L,5.0,1.0,"Really great course for learning the history, danger and future thoughts on cybersecurity. Overall I would give the course 5 stars for the amazing material.  The videos are just fantastic. Huge  recommendation  for this course to everyone who wanna know more about cybersecurity and have an interest in that field. "
2020-07-06 00:00:00,Eranda U,5.0,1.0,"The course details are much valuable. They are a lot of help to me to gain my cybersecurity knowledge. But additionally, I think the course videos should be more improved, like sound quality, image quality, etc. Overall I like this course very much. Thanks to IBM & Coursera for giving these valuable courses. "
2020-04-04 00:00:00,gowtham r,5.0,1.0,"I am a beginner in cybersecurity.  This course provides basic knowledge of cybersecurity. But the quality of the video classes and the audio is not up to the mark expected from IBM. But I acquired knowledge of cybersecurity and got to know about sites from where I can download some cybersecurity tools.
"
2020-07-06 00:00:00,Sandhya S,5.0,1.0,"This Course gave me a clear idea of critical thinking that should go into cyber security processes and the roles in industry their responsibilities and about hackers. 
It is a very useful course and truly designed for a beginner to understand in a clear way."
2020-08-19 00:00:00,Amrendra S,5.0,1.0,The course was best for starting with the network and cybersecurity. I learned a lot from here and yes it was really a great experience learning and working with Coursera. All I learned is gonna help me in many ways of my working.
2020-04-26 00:00:00,Akshay N,5.0,1.0,The course is very informative and has great learning material. Gives high rated knowledge with latest updates and study material. Thank you Coursera and IBM for this opportunity.
2019-10-18 00:00:00,مجاهد ف,5.0,1.0,"It was very good course ,i learned new information and i wish to continue learning cyber security .
I thank Coursera and IBM for giving me the chance to learn."
2020-07-07 00:00:00,Tharindu T,5.0,1.0,One of the most successful cybersecurity course. easy to learn and everything can be leaned from the beginning for everyone. 
2021-09-27 00:00:00,Andrés G H,5.0,1.0,"U​na formación esencial para iniciarse en este mundo.
M​Uchas gracias por permitirme ser parte de ello.
U​n saludo."
2021-09-28 00:00:00,SANJAIKABILAN S,5.0,1.0,This Course is deep and insightful and best suit as a foundation in the beginning of Cybersecurity career. 
2021-09-28 00:00:00,Milton V C V,5.0,1.0,"M​uy bueno, toca muchos puntos claves para entender de que trata la Ciberseguridad."
2020-07-07 00:00:00,VIPLAVA V K,5.0,1.0,I loved it..!! Its full of basics and very informative
2020-07-04 00:00:00,MUCHARLA S K,5.0,1.0,The videos are excelled and easy to understand.
2020-07-05 00:00:00,Nagaraj A,5.0,1.0,Information are clear & good instructors.
2021-08-29 00:00:00,Aswanth v s,5.0,1.0,Very good initiative.
2022-01-18 00:00:00,SIMBARASHE B,5.0,1.0,A​wesome content
2021-09-27 00:00:00,Vickie L,5.0,1.0,BRILLIANT COURSE
2021-09-24 00:00:00,Nidhishree,5.0,1.0,awesome
2021-09-26 00:00:00,ömer ç,5.0,1.0,nice
2020-07-05 00:00:00,Anusha D,4.0,1.0,"It is a good course. Speaks for its purpose.Today I better understand the terminologies and basics after this course. The assessments can be improved. In initial weeks, the assessment questions covered topics that were covered later. Reading material can also be made more fit for purpose than introducing just the websites to look for content in general. "
2021-09-17 00:00:00,Philipp G,4.0,1.0,"+​ Condensed to the essential knowledge
+ Illustrations faciliate the understanding of technical aspects
- Sound and slide quality is not always good"
2020-07-06 00:00:00,Oluwakayode S O,4.0,1.0,"Nice course. I'll recommend it to everyone especially newbies.
The tutors are great and moved at good pace"
2021-09-24 00:00:00,Aneesh P A,4.0,1.0,It is an excellent introduction to Fundamentals of Cyber Security.
2020-07-07 00:00:00,YASH V J,4.0,1.0,the content is good but not quite interesting and updated
2020-07-05 00:00:00,PUNURU B P R,4.0,1.0,good
2020-02-07 00:00:00,Jacques S,3.0,1.0,"Der Kurs deckt ein breites Specktrum ab, geht aber nicht sehr in die Tiefe. Nichts desto trotz wird auf interessante Resourcen im Web verwiesen um die Themen noch selbst weiter vertiefen zu können. Zudem wird auch immer mal wieder auf IBM Spezifische Resourcen (z.B. IBM X-Force) verwiesen, was keinen grossen Mehrwert bringt.
Die Audio Qualität könnte besser sein und Slides mit Comic Sans Schriftart wirken teils wenig professionell."
2021-09-23 00:00:00,Jeffery B A S I,3.0,1.0,"Very informative, but could use examples that the students could work out. Also, if we don't pass a test, show what the incorrect answers are so we can properly correct ourselves."
2021-05-02 00:00:00,Gurunand P,2.0,1.0,"I am extremely dissatisfied with the content of this course and the quality of the materials in this course. I have taken a few other courses in the past and had a lot of expectations from this one, considering it is by IBM and is a paid course. I urge you to withdraw this course, unless Coursera/IBM can fully revamp it. 

Here are a few points that I would like to bring to your attention, as feedback. If you visit the forum, you will notice that many students have expressed similar concerns:
1. Quality of the videos:

	These videos can use significant improvements. It would be best to record these from scratch.

	As others have mentioned, the audio quality is bad, the video is subpar and the presentation skills of the presenter can use vast improvements (in many cases, not all). It is hard to believe that this came from IBM.

2. Quality of the materials:

	The content is not up to the mark. The recording/audio quality is bad, with background noises in many. The material does not even do justice to the relevant subject. 

	Here is an example - Compare this video https://coursera.org/share/791e68b6357d5e9c8ca5b8a7165dc22a with this one (on YouTube), also by IBM: https://youtu.be/z503nLsfe5s

3. You are charging for this course and I would reconsider taking it or recommend it to someone, even if it were free.

4. More on the content:

	The content is from a few years ago and may not have been updated.

	I see different dates on slides (2018, 2019, etc.) which also tells me that the they were not created for this course. It is a mix-and-match from different IBM presentations. The slide numbers mentioned by the presenter sometimes do not match the actual number.

5. Forums seem to be unmonitored:

	I barely see moderators assisting with the questions. 

	What I am stating here is nothing new and other students have provided similar feedback but no response or action over months.

6. Links to download reading materials:

	Many of the materials that I have seen so far need one to signup or register to download/view materials. IBM should have provided direct links instead of requesting one to register by providing a bunch of information.

7. I could not believe that this is an ad by IBM - a well made video, I must add: https://coursera.org/share/b93f3b1f0c5748cfd27904a013332b6c
I hope this helps you and also other students who may be considering this course - I am aware that they may not see this feedback.
Thanks
- Guru"
2021-01-30 00:00:00,Stephan S,2.0,1.0,"This course succeeded in giving rudimentary introduction to some key concepts in cybersecurity.  Regrettably, the audio quality is fairly poor in many places and the explanations of concepts are often extremely cursory -- in some cases limited strictly to basic vocabulary definitions without accompanying details about their purpose or importance.  The selection of lecturers from different disciplines adds interest but ultimately the mishmash of different lessons with different slides decks and presentation styles from different perspectives gives a somewhat disorganized feel.  Occasional typographic errors and omissions have slipped through, (including, ironically, leaving out the word 'security' when spelling out OWASP).  Finally, the quiz questions frequently felt as if they were composed by someone without strong understanding of the subject."
2022-04-30 00:00:00,Hajar I,2.0,1.0,Audio system sucks! Teachers talk but I can't hear anything. Explanations aren't good enough. You should provide your teachers with good microphone!
2022-02-07 00:00:00,Thomas G,2.0,1.0,T​errible sound quality
2020-06-20 00:00:00,Timur U,1.0,1.0,"Although the content of this course was important and crucial in the real IT lifestyle, some weaknesses should be mentioned. First of all, the technical support of chapters is not at an acceptable level. Sound disruption was too much. The second one, the tutoring approach. I believe that IBM will invite the professional tutors for this important course. Speach of some tutors was incoherent and not organized. I respect all tutors who tried to explain some complicated definitions easier, but probably, they know what does it mean but cannot explain it. It is a presentation skill that they need to improve or invite someone who has these skills. The last one is the assessment stage, some questions were included in module 1 but the information was in the last module only. It is confusing for learners. I wish all the best to the IBM learning team and hope these comments will be useful for further education process and business itself. "
2020-11-02 00:00:00,354_SYIT_DEV,1.0,1.0,"it's very boring from my POV
"
2020-08-07 00:00:00,Youssef S,1.0,1.0,Too short video lectures.
2020-07-07 00:00:00,Gustavo A R D,1.0,1.0,No me llamó la atención
2020-05-10 00:00:00,GAURAV P,1.0,1.0,bakwasssssss....really
2020-07-12 00:00:00,Jasti S,1.0,1.0,Worst Audio Quality
2020-07-30 00:00:00,Soumik P J,1.0,1.0,Poor Sound quality
2020-08-16 00:00:00,Sadman S,1.0,1.0,Very Bad Course
2020-05-24 00:00:00,phongsatorn l,1.0,1.0,poor sound
2020-05-20 00:00:00,SwapnilPatel,1.0,1.0,"very poor
"
2020-05-16 00:00:00,Errajraji k,1.0,1.0,too bad
2020-10-10 00:00:00,Deleted A,1.0,1.0,00
2020-11-29 00:00:00,RAJAN M,5.0,0.0,"This is one of my dream course which i wanted to learn about cyber-security since my childhood however, i belongs to middle class family and i was unable to afford any fees to any institute even a little amount but, my all dream got possible by requesting the financial aid to coursera ,luckily my financial aid got accepted, i personally wants to thanks coursera to maintaining this platform for all those stundents who wants to learn something new and wanna do something into there life but always money become a barrier for following their dreams, THANK YOU SO MUCH coursera once again it was impossible without you it only got possible by enrolled myself on your website with the help of financial aid."
2021-11-23 00:00:00,Sajeeth A ,5.0,0.0,"I​ have got to know many terminologies after the course and my skills of auditing and governance has been improved. After that, the instructors are so dmmn pretty awesome, my favourite past of this course is the critical thinking part I love that section a lot. I have found some difficulties while learning about the network based topics cause of my lack of acknowledgement in that particular topic and I have to work for it as well. The cryptography parts are so awesome and recommended reading materials are so wonderfull as well. I enjoyed this course much Thanks coursera and IBM"
2022-05-15 00:00:00,Edwin Q,5.0,0.0,"This course have being quite interesting and it give plenty of resources in order to continue diving into the field of cybersecurity. However, is just an introduction as mentioned on the theme of the course. It goes really into the surface of certain informations such as, professions in the cybersecurity field and what everything consist.
No Hands-On just educational and undestanding history and areas of cybersecurity and attacks. Always consist of also you doing your own search (Helps to understand things better if completely new like me into the cybersecurity theme)."
2020-12-27 00:00:00,Eduard P,5.0,0.0,"To my mind, it is extremely good course for people who dont know about cybersecurity.This course will help  you understand essentials of cybersecurity and different roles in this area,For me it was really difficult to learn this,because of my level of english.I dont have a high level and I dont understand different meaning of words.But you can to turn on subtitles on your native language.It will help you. Although, it is extremely great opportunity to start your career and know something more about cybersecurity.I want to delve into this area.Thanks for this course. "
2020-09-25 00:00:00,Anas A,5.0,0.0,"I love cybersecurity field and learning  more about it, despite of my long working hours during the week which makes a real challenge to me. I realized that I was drowning in a mess of information and concepts about cybersecurity, but today I have found my path where all information and concepts are organized according to a scientific and experimental method.
Thank you IBM for this great course, and I'll continue this path and register in all security courses that IBM provides.
Who knows, maybe  one day I'll be a member of X-Force team."
2021-12-23 00:00:00,Victor V ,5.0,0.0,"It is a really good course to learn the foundations of cybersecurity. It provides you with a overall view of the cybersecurity, the main thread actors and different architectures of attack and their corresponding defense mechanishms. Also, there is quite a lot about legal aspects and security policies. After completion, i personally can say i understand quite a lot more than when started. I definitively recommend it if you are looking for a good start. Oh, one more thing, it is very well explain by the instructors. So, well done!
"
2021-08-25 00:00:00,Nkechi O,5.0,0.0,"The course is quite an interesting one!eno However, some of the presenters are audible enough in their presentations. What helped me was that I usually download the text of the presentation, print and read for proper understanding. 
I am really so happy and grateful to God to have earned my first IBM certificate for the first part of the course! This gives me a lot of encouragement and motivation to continue with the rest of course and I hope to do my best in order to also earn the rest of the certificates."
2020-08-31 00:00:00,Raul P,5.0,0.0,"Excelente curso, lo recomiendo 100%. Contiene conceptos fundamentales de ciberseguridad ideales para introducirse en este campo estudio. Mejoraría algunos aspectos de audio, sin embargo, eso no le resta calidad al  contenido  técnico impartido. Los instructores son de alto nivel académico y con gran experiencia en su área de desempeño. El curso ofrece una variedad de referencias electrónicas para expandir la informacion. Me dejo totalmente entusiasmado en tomar el segundo módulo de esta especialización. "
2022-06-05 00:00:00,Jozeyl L M,5.0,0.0,"This course was packed with lots in information, tools and knowledge.  It was very intense and intriguing,  my desire is to continue to learn and to grow in this field.  Hopefully, at the end of the process I can make a career transition into this line of work.  The professors are knowledgable and their passion makes it seems easier than it really is,  but learning such new skills is awesome. I would recommend this course to anyone trying to make a career change like me. "
2022-04-05 00:00:00,Carlos I V,5.0,0.0,"​Very good course I am unemployed right now so I can spend the whole day studying and reading the material.  I was an IT specialist with the Fed Gov but when they designate you as an IT specialist you dont really do IT specialist stuff, I forgot how much I lost not actually working in my field. Now I am trying to play catch up and change my field to get back into hands on and a field I love which is Cyber security and Pentesting, this course was a nice welcome back home."
2020-05-19 00:00:00,God B Y,5.0,0.0,"i learnt lot of things from this course really a very interesting and useful in cyber security field, i am form India and live in rural and internet speed is too slow and in this lock down more and more access of internet by a large number of persons , it become almost impossible to attend course in day time so i completed this course by being wake in whole night but i did it and really i enjoyed it lot. again thank you so much team coursera and mentor of this course. "
2020-09-23 00:00:00,Vlad W,5.0,0.0,"Great course to understand the fundamentals of the current field. I'd say it's more business-oriented and you won't find much technical knowledge. But if you want to jump into the Cybersecurity world - you can't miss this course. A lot of great resources and general information with examples will definitely make your future explorations easier. Thanks a lot!
p.s. special thanks to Kenneth Gonzalez as his lessons in my opinion were most entertaining and interesting."
2021-08-15 00:00:00,Ananya S,5.0,0.0,"I found this course invaluable. I got to know about the history of cybersecurity, key concepts & key security tools, operating systems and cryptography too. It emphasizes critical thinking as well as the different categories of attackers, and the incident response. 
This course provides the crucial fundamental knowledge about cybersecurity. Although subtitles are available, the video and audio quality is poor in some of the modules. 
Thank you IBM and Coursera."
2021-06-02 00:00:00,Shwet S,5.0,0.0,"I was keen interested in learning and gaining knowledge related to Cyber Security and its workings from beginning. After availing this course on Coursera, I was really very excited to learn with IBM.  The course was very comprehensive and easy to understand. The instructors made sure that they are giving the information in a way that won't make me confused. I found this course really useful and extremely valuable. 
Thank you so much for this great course!"
2022-07-03 00:00:00,Phlavio F,5.0,0.0,"Neste curso pude aprender sobre vários tipos de softwares maliciosos. Descrever os principais conceitos de segurança cibernética, incluindo a CIA Triad, gerenciamento de acesso, resposta a incidentes e melhores práticas comuns de segurança cibernética.
Identificar as principais ferramentas de segurança cibernética que incluem o seguinte: firewall, antivírus, criptografia, testes de penetração e análise forense digital.
Foi muito bom aprender !"
2021-03-14 00:00:00,Ana B,5.0,0.0,"II found the course very appropriate for both those who want to start their journey in the area of security and for those who just want to have knowledge about this area.
The course is very accessible because it does not require prior knowledge, although it is an asset to be familiar with computer terms.
The only thing to point out is the fact that in some videos some words are not understood due to ""noise"" in the communication."
2020-08-29 00:00:00,Tamil S,5.0,0.0,I am thanking Coursera and IBM for providing such a knowledgeable course. It has enhance my knowledge. Those technical definitions with real time examples made me to get involve in this course deeply. I am spending my time usefully using Coursera. My college syllabus is not much deeper in technical and real time implementations. Thus I have started to study Coursera. I would like to share this wonderful MOOC site to everyone. 
2021-10-03 00:00:00,aaheli b,5.0,0.0,"An extremely informative course on cyber attacks, threats, malware, phishing and all concepts related to cyber security and cyber attacks. As a data privacy and IP Lawyer I have gained exhaustive knowledge on different skills and situations required by a security professional. This course is a must to learn and combat cyber crime for entrepreneur, professionals, lawyers and anyone interested learn about cyber security."
2022-01-12 00:00:00,Zsuzsanna H,5.0,0.0,"Thank you so much for this great Course! Was an amazing experience and i really enjoyed all the module within this program. Performers are very organised, the moduls are really interesting and sometimes i felt myself to be in the middle of a science fiction :-)  i hope i can start the second module very soon! I wait that very much! Once again thank you for all the great performers to IBM and Coursera as well!"
2021-05-10 00:00:00,Gerard J A,5.0,0.0,"This course was just, wow! Truly useful information. I've always been into Cybersecurity soi decided to dive in. This is one of my first certificates on coursera, and this organization makes it so easy to study anytime, work at your own pace, and provide just as much wealth in knowledge as my classroom sessions. I highly recommend this course as IBM hit the nail on the dot here! Thank you for having me!"
2022-08-08 00:00:00,Ajani T,5.0,0.0,This is a really good indroduction to the world of Cyber Security. I now have a basis and desire to learn more as I progress in this fascinating career. This course also gave me resources to stay informed on the latest news and events as it relates to ongoing challenges we face as more of our sensitive information is under threat from predators on the internet. Great first course! Thanks!
